['2020-10-04_os/Backpack-gus_backpack_2984', 225.23653, 42.568066, 241.54109, 87.510704, 206.14096, 55.951252, 252.03328, 37.789852, 210.91039, 44.48761, 234.8147, 30.145338, 181.26244, 118.10553, 273.08597, 120.05229, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]
['2020-10-04_os/Backpack-gus_backpack_2988', 226.23769, 42.598064, 243.4242, 85.61385, -1, -1, 255.83699, 36.863434, 222.38446, 40.66513, 234.83438, 33.024906, 181.25575, 113.36034, 274.02588, 120.078445, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]
['2020-10-04_os/Backpack-gus_backpack_2992', 228.13535, 41.611298, 246.29155, 83.713684, -1, -1, 257.75406, 36.835728, 225.23184, 33.95208, 241.50882, 32.06851, -1, -1, 273.07413, 119.13982, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]
['2020-10-04_os/Backpack-gus_backpack_2996', 234.81233, 34.945038, 247.24174, 80.883354, 218.55457, 40.67556, 256.81583, 34.935738, 229.08241, 28.25352, 241.53334, 28.257702, 171.71368, 99.01792, 267.33917, 118.10145, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1]
['2020-10-04_os/Backpack-gus_backpack_3000', 233.88892, 34.926704, 244.37952, 80.81413, -1, -1, 256.79694, 33.9607, 228.1329, 27.312243, 241.48459, 27.30702, -1, -1, 264.47592, 118.09128, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1]
['2020-10-04_os/Backpack-gus_backpack_3004', 232.94424, 34.890812, 242.4959, 79.86188, -1, -1, 255.87549, 33.0227, 226.23465, 27.284714, 240.56664, 26.37027, 170.7369, 102.820694, 263.48676, 116.224655, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1]
['2020-10-04_os/Backpack-gus_backpack_3008', 228.14868, 33.980087, 239.60263, 79.89402, -1, -1, 252.03226, 32.068317, 225.22835, 27.283484, 235.76941, 26.346785, 196.55515, 187.94453, 254.88365, 116.22224, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1]
['2020-10-04_os/Backpack-gus_backpack_3012', 226.22357, 34.01898, 233.89047, 79.89718, -1, -1, 249.21251, 33.925785, 221.41574, 27.330267, 233.86342, 27.274008, 195.58398, 188.92038, 249.17532, 115.27412, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1]
['2020-10-04_os/Backpack-gus_backpack_3016', 223.35506, 41.580338, 232.89049, 87.49654, -1, -1, 248.19249, 36.855766, 217.62608, 34.00933, 231.93755, 33.94478, 152.55498, 110.45329, 245.32768, 121.00438, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]
['2020-10-04_os/Backpack-gus_backpack_3020', 225.23822, 42.57876, 233.85974, 87.499825, 212.80807, 40.682323, 249.12128, 41.59666, 218.5743, 35.91118, 232.89185, 34.954758, 155.43983, 110.47944, 245.34799, 122.93357, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1]
['2020-10-04_os/Backpack-gus_backpack_3024', 226.24397, 42.631554, 237.692, 87.48796, -1, -1, 251.09859, 41.60958, 221.4397, 36.86589, 233.89734, 35.888832, -1, -1, 247.261, 122.91835, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1]
['2020-10-04_os/Backpack-gus_backpack_3028', 226.18869, 43.563606, 239.61353, 87.54033, -1, -1, 250.16144, 42.54693, 219.5441, 38.768093, 233.85985, 36.857067, 154.4822, 111.41826, 242.45389, 121.963646, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1]
['2020-10-04_os/Backpack-gus_backpack_3036', 232.87277, 37.789562, 242.49947, 80.812515, -1, -1, 255.90305, 34.970287, 226.24081, 32.991894, 240.53468, 32.043495, 157.36603, 103.828186, 247.2679, 118.111015, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1]
['2020-10-04_os/Backpack-gus_backpack_3108', 179.33153, 35.898685, 194.60255, 79.83833, -1, -1, 206.11052, 33.987694, 174.5875, 32.041348, 186.96776, 28.273905, 103.78158, 92.306915, 172.67497, 114.31592, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]
['2020-10-04_os/Backpack-gus_backpack_3112', 178.39209, 34.97332, 193.70949, 78.89575, -1, -1, 204.22617, 33.937817, 173.61818, 29.198324, 186.04709, 27.336205, 102.826935, 95.20009, 171.68733, 113.3707, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]
['2020-10-04_os/Backpack-gus_backpack_3116', 178.40976, 33.988495, 194.61581, 74.15793, -1, -1, 205.17764, 31.097305, 173.62402, 27.304785, 186.05042, 26.36557, 110.49196, 94.23141, 171.68646, 111.46755, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]
['2020-10-04_os/Backpack-gus_backpack_3120', 180.28893, 33.92657, 195.60027, 73.19146, -1, -1, 209.00859, 30.134907, 178.40796, 26.353086, 187.93806, 26.317472, 103.80263, 91.35059, 171.72502, 110.50458, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]
['2020-10-04_os/Backpack-gus_backpack_3124', 180.29898, 31.111166, 195.6009, 72.25662, -1, -1, 209.90385, 27.316637, 178.38594, 26.269321, 187.95422, 24.403898, 103.78412, 89.45472, 171.70828, 110.44937, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]
